c0,c1,cluster,user_id
-1.0593853,2.648053,20,182
0.013370298,-2.2104988,12,183
-1.0824447,-2.376756,16,184
-1.6522744,0.26189214,18,185
-0.91457736,-0.80821604,16,186
1.574406,0.012638269,5,187
1.0077213,-0.48452148,23,188
-1.8846076,1.0475767,18,189
0.50094914,0.9685484,23,190
-1.2065296,-2.418799,16,191
-1.0768925,-3.1571913,22,192
0.9574548,-0.4087717,23,193
-1.9712112,1.5942569,24,194
-1.2214682,-2.4112887,16,195
-1.2677916,2.9667687,20,196
-1.6834681,0.47301024,18,197
-0.87735116,2.2745774,20,198
0.36010978,-1.9441833,12,199
0.52423716,-0.30925566,23,200
-1.9726529,1.5875479,24,201
0.41523013,1.2620033,7,202
0.7334969,0.08000466,23,203
0.043803073,-2.3017673,12,204
-1.2075108,-2.4641566,16,205
-0.1856029,2.0691354,10,206
0.36745068,-1.9492148,12,207
-0.96991825,-2.3050606,16,208
-1.8653554,0.4612642,18,209
-0.17601845,-1.4441721,12,210
2.13785,-0.9818563,13,211
-1.223707,-2.4487057,16,212
-0.8951803,-0.62817866,16,213
-0.63591766,-1.4810357,16,214
-0.9571029,-2.3150465,16,215
-1.1674323,-2.5297015,16,216
-0.9699659,-0.6636609,16,217
0.70380294,-0.028705083,23,218
1.6953828,-0.042907618,5,219
0.42817974,1.055382,7,220
1.0325675,-0.45857346,23,221
-1.1079009,2.864342,20,222
0.0039100535,1.5136625,7,223
-1.0421997,-2.40057,16,224
-1.0834382,-2.3743773,16,225
1.7086664,-0.598216,5,226
-1.1098689,-3.20324,22,227
0.4230918,-0.30621693,23,228
-0.91193557,-0.760764,16,229
-1.2955178,3.234895,20,230
1.7650155,-0.70935094,11,231
0.008151367,-2.33452,12,232
-0.1733334,-1.3986164,12,233
0.33349967,-2.0172634,12,234
-0.93951124,2.5071018,20,235
-0.016831763,-2.2870278,12,236
2.0897634,-1.0295783,11,237
-0.008637447,-2.337526,12,238
0.14898065,1.6834961,7,239
-2.2035604,0.7075822,18,240
-2.2056677,0.7189883,18,241
-0.6166365,-1.7739886,16,242
-0.9713394,-2.2267754,16,243
-0.3714031,-1.6934179,12,244
0.804947,0.18488772,23,245
-1.2073792,-2.4690063,16,246
-0.18756044,2.070042,10,247
0.24416703,0.1288381,23,248
-1.2538972,-1.4036804,16,249
-0.8135602,1.9540607,20,250
0.0073167384,-2.264216,12,251
0.2795757,-1.9571793,12,252
-0.9225798,2.172335,20,253
-2.1051135,1.247128,18,254
-1.9717292,1.5928174,24,255
-1.8148061,0.90251803,18,256
-1.2039237,3.134384,20,257
0.35503232,-1.9364971,12,258
-1.0999997,-2.3103786,16,259
-1.1835636,2.6810193,20,260
-0.87317544,2.2773674,20,261
-0.20133018,-1.274897,12,262
-2.2343438,1.2457924,24,263
0.8554786,-0.39965624,23,264
-1.0850035,-3.095365,22,265
2.048309,-0.625517,11,266
-1.0772587,-3.1957607,22,267
-1.0931634,-3.0874379,22,268
-0.17782636,2.1806586,10,269
0.8813998,-0.52946717,23,270
-0.8693752,2.2781591,20,271
1.9078178,-0.0774913,11,272
-0.127624,1.437458,7,273
-1.3568361,-1.4114249,16,274
-1.2914166,-2.4996216,16,275
-1.2767322,-1.584213,16,276
1.1243217,-0.46893802,5,277
-0.82154125,-0.72467136,16,278
-1.9711652,1.5941954,24,279
1.7017922,-0.040327623,5,280
0.32640293,-1.8808552,12,281
-1.2626178,-2.5457935,16,282
-0.7513821,2.3271189,20,283
-1.1015279,-3.1084313,22,284
-1.4290874,-1.4619313,16,285
-1.2658257,-2.4824307,16,286
-1.0734278,-3.0689366,22,287
-1.0761193,-2.9863942,22,288
0.34378564,-2.0359302,12,289
-0.94136345,2.199089,20,290
0.36318487,-1.9447685,12,291
0.7042176,0.14820236,23,292
-1.1707051,2.6740422,20,293
0.32154164,-2.0131028,12,294
0.34546548,-2.046944,12,295
-1.296015,3.232633,20,296
0.32089758,-0.30068934,23,297
-1.805738,1.4277884,18,298
-0.17048071,-1.3707392,12,299
2.35868,-0.9029718,13,300
0.78583723,0.19264568,23,301
-0.15640047,2.2202075,10,302
0.66039723,0.032500107,23,303
-1.1014816,2.6778345,20,304
0.13565665,0.09408237,23,305
-1.1146612,2.976151,20,306
-1.0845833,-3.1160874,22,307
-1.9594824,0.50082004,18,308
0.35468867,-1.9967304,12,309
-0.93180746,-2.327273,16,310
-2.0584025,1.2307897,18,311
0.5055101,0.99831927,23,312
-1.0469859,-2.3713236,16,313
-2.1527371,0.64343584,18,314
-0.8607751,2.6207712,20,315
-1.2244228,-2.4603012,16,316
-1.222241,-2.39663,16,317
0.02065625,-2.3454952,12,318
0.35643628,1.0598719,7,319
-1.0756221,-3.1985972,22,320
0.4290541,0.994657,7,321
2.0694609,-0.628126,11,322
-1.2936534,-2.4907017,16,323
-0.18103428,-1.3399464,12,324
-0.83456236,2.257241,20,325
-1.1770269,3.1854882,20,326
-0.68289614,1.0966315,10,327
-0.14227888,-1.3941327,12,328
-0.11690332,-1.5320865,12,329
0.143417,1.8353074,7,330
0.6820687,0.073881924,23,331
-0.6116886,-2.1384306,16,332
-1.7669332,0.9083163,18,333
-0.94038266,-2.3567834,16,334
-1.1891252,-2.4667547,16,335
-1.1832577,2.8532782,20,336
0.07167294,1.6414821,7,337
-1.1763206,3.1842225,20,338
-0.14323424,-1.4550803,12,339
0.7263442,0.07703089,23,340
-1.0364795,-2.311937,16,341
0.3581943,-1.9878353,12,342
2.286691,-0.84621763,13,343
-0.94204336,-2.3473265,16,344
2.2703507,-0.8506625,13,345
-1.1911994,-2.3523002,16,346
1.9237725,-0.60701114,11,347
1.9701059,-0.43648183,11,348
-1.0587196,-2.3915765,16,349
-1.2390835,-2.4326973,16,350
-1.2739389,-1.5857755,16,351
-0.9694066,-2.234154,16,352
-2.0787306,1.225531,18,353
-1.106497,-3.2015228,22,354
0.40988603,-0.24688353,23,355
1.8189164,-0.009479355,5,356
0.14791378,1.7856134,7,357
0.36796388,-1.9478719,12,358
0.04545848,-2.4267316,12,359
-1.0919533,-3.0886643,22,360
-1.1036726,-3.2449446,22,361
-1.2429446,-2.382845,16,362
0.19055024,-2.8095427,12,363
-1.6831031,0.4775945,18,364
0.1087882,-2.8120515,12,365
-1.2380738,-2.4338963,16,366
0.64028245,-0.25188723,23,367
-0.9636701,-2.3380365,16,368
0.35986707,-1.9437498,12,369
-0.5572611,0.95022947,7,370
-0.7863331,-0.81735885,16,371
0.1486645,-2.9374204,0,372
-1.2042766,3.136576,20,373
-1.0906912,-3.108948,22,374
-0.533703,-2.6617842,16,375
-1.1761786,3.184665,20,376
0.35300916,-1.9449625,12,377
-1.6766812,0.48651394,18,378
0.7881596,0.19251683,23,379
-1.7696706,0.58032537,18,380
0.20569736,-2.950338,0,381
0.14853215,2.0864053,10,382
2.3499968,-0.9053935,13,383
0.48059762,1.3664887,7,384
-0.86430734,2.6190913,20,385
0.16034284,-2.9408128,0,386
1.9386882,-0.5930179,11,387
-0.5912769,-2.0478187,16,388
2.3596709,-0.90355456,13,389
0.29736626,-1.9703748,12,390
-2.203206,1.3112428,24,391
-1.426976,-1.47357,16,392
0.7335053,0.079352975,23,393
0.05844477,1.5657619,7,394
-1.1132997,-3.1977022,22,395
0.3519212,-1.9861346,12,396
0.49482262,0.9912853,23,397
1.8093196,-0.014114078,5,398
-1.1886925,-2.4759521,16,399
1.0799447,-0.044009212,23,400
-1.5007259,-0.19272187,18,401
-1.0701365,3.107748,20,402
-1.3431028,-1.4280207,16,403
-1.1742024,2.6715693,20,404
-1.4614786,0.06443128,18,405
-2.2063541,1.2963614,24,406
-1.0588927,-2.391862,16,407
-1.0924855,-3.1081188,22,408
-1.27614,-1.5845754,16,409
-2.0246027,1.5649822,24,410
-0.11440182,-1.4291476,12,411
-1.207684,-2.4711115,16,412
-1.8299668,0.12274642,18,413
1.7571374,-0.5997809,5,414
-1.205892,-2.4170046,16,415
0.38028264,-2.02949,12,416
2.147708,-0.9805849,13,417
0.34791946,-1.9402938,12,418
-0.23430452,2.174299,10,419
0.02645889,-2.1269858,12,420
-1.0577418,2.6486866,20,421
0.16854298,-2.9671855,0,422
0.5232184,-0.2392015,23,423
2.1355736,-0.9780782,17,424
-1.7425498,1.187126,18,425
-0.6914456,-0.7166758,16,426
-1.8258469,0.4483003,18,427
0.025847882,-2.2172747,12,428
1.3728321,-0.6362555,5,429
2.1385334,-0.97948563,13,430
-1.9595709,0.50014204,18,431
-1.2924968,-1.5179695,16,432
-1.2981334,3.2288308,20,433
-1.2423172,-2.4380012,16,434
0.6935257,0.14930692,23,435
0.42341036,1.0039425,7,436
0.36512727,1.5086193,7,437
0.8011934,0.1597806,23,438
-2.154205,0.6652334,18,439
0.34823325,-1.9277765,12,440
-1.2631564,-2.5438757,16,441
1.9079237,0.024734288,5,442
-1.8049755,1.4264953,18,443
-1.9011453,1.0654013,18,444
0.38681135,-2.0377243,12,445
0.15230018,-2.8223016,8,446
0.20896998,-2.9496796,0,447
1.6873406,-0.04225716,5,448
-0.003944598,-2.311978,12,449
-0.011432547,-2.4021254,12,450
0.46798754,-0.21896812,23,451
-1.2106761,2.7820659,20,452
-1.1167436,-3.1910524,22,453
-0.8353761,-0.70047516,16,454
0.33235148,1.0844368,7,455
0.529545,-0.23791404,23,456
-0.94161564,-2.3903537,16,457
0.07753248,1.641222,7,458
0.037221678,-2.421966,12,459
1.8504214,-0.09123622,5,460
1.7577058,-0.7087134,11,461
0.17827335,-2.9088986,0,462
0.13145974,0.11920193,23,463
-0.21201602,-1.297908,12,464
2.0831013,-0.36232448,11,465
-2.2048037,1.3048699,24,466
-1.264693,2.9757566,20,467
0.10435974,-2.875189,0,468
-2.1012487,1.2547969,18,469
1.005951,-0.48909566,23,470
-1.0840224,3.0176601,20,471
0.34721684,-1.9880718,12,472
-1.1763461,3.1857715,20,473
-2.023777,1.5675501,24,474
-1.2949368,3.235048,20,475
-1.0887351,-3.1117184,22,476
0.18102959,-2.914414,0,477
-0.861624,2.6172805,20,478
-1.2214143,-2.4059656,16,479
-0.7519934,1.765952,10,480
-0.9551581,-2.3756223,16,481
-1.0347846,-2.3050416,16,482
-1.3086011,3.1094844,20,483
1.6198128,-0.06848809,5,484
0.690662,-0.26091504,23,485
-1.7351245,0.08166741,18,486
2.189875,-0.8553125,13,487
-0.6313455,1.3221836,10,488
0.17281422,1.1775917,7,489
-1.208892,-2.480503,16,490
-1.6357211,0.5401275,18,491
0.7382825,0.078569785,23,492
-0.9209636,-2.3380349,16,493
-1.1101689,-2.5808256,16,494
-1.2635111,-2.5450704,16,495
-0.8110297,2.2754505,20,496
-0.9562534,-2.3694396,16,497
0.3529343,-1.9942509,12,498
2.2017403,-0.8564502,13,499
-0.7485838,2.3282607,20,500
-1.3532325,-1.4060744,16,501
-0.1368793,-1.4360784,12,502
0.35791707,-1.9871081,12,503
-1.2963895,3.1140094,20,504
0.13115075,2.059157,10,505
1.8247956,-0.0068063755,5,506
0.34148875,1.0930417,7,507
0.99570537,-0.4832842,23,508
-1.0937179,-3.1065996,22,509
0.014001615,-2.2170157,12,510
-0.15680373,-1.4726382,12,511
-1.0744277,-3.1987705,22,512
-1.9717588,1.5924108,24,513
-0.7834579,-0.7711375,16,514
0.3110791,-1.9723668,12,515
-1.2041222,3.1368077,20,516
0.19132471,-2.8712063,0,517
0.38009554,-2.0305696,12,518
0.15075335,2.0846558,10,519
0.46583182,-0.22222476,23,520
-1.9715368,1.5912373,24,521
-1.973079,1.5873942,24,522
0.2058143,-2.9478042,0,523
-2.1133912,1.013759,18,524
-1.0766491,-3.1962028,22,525
1.902699,-0.07872699,11,526
-2.2035494,1.3052766,24,527
-2.105316,1.2462002,18,528
-1.1801194,2.6807637,20,529
-1.1984305,-2.4717495,16,530
-0.943032,-2.3498628,16,531
-2.0601943,1.2256385,18,532
0.14322498,1.8372415,7,533
0.32912585,-1.8780962,12,534
-0.15728427,-1.4127028,12,535
-1.254486,-1.4178382,16,536
-1.3069239,3.1158159,20,537
-1.8057181,1.4231476,18,538
0.06547833,1.5631076,7,539
0.029442273,-2.3633366,12,540
-0.16859573,-1.4342785,12,541
-0.93689597,2.1989124,20,542
0.013239868,-2.2167852,12,543
-2.1161523,1.0419033,18,544
0.51125103,-0.14767139,23,545
-0.78167856,1.256776,10,546
0.80654955,-0.2288056,23,547
-1.6753458,0.47405666,18,548
-1.2981218,3.2316408,20,549
-1.7346402,0.084217355,18,550
1.8276588,-0.010114856,5,551
-1.2765667,-1.5807285,16,552
-1.7359346,0.07682588,18,553
0.35549307,-1.9367204,12,554
-0.15680557,2.2196138,10,555
-1.7680248,0.59046257,18,556
0.01725711,-2.3370185,12,557
1.7559515,-0.6018962,5,558
-1.2040937,3.1350563,20,559
-1.1071746,-3.2057624,22,560
0.010952495,-2.338244,12,561
-0.9711237,-2.3043888,16,562
-0.9410171,-2.3532891,16,563
-2.1069713,1.242895,18,564
-0.71766245,1.3843743,10,565
0.17238575,-2.8584573,0,566
0.34873703,-1.9410262,12,567
-1.1826038,2.6738515,20,568
0.75865686,0.10028584,23,569
-0.9020499,2.3066843,20,570
0.42666176,1.0672475,7,571
-1.1767765,3.1823535,20,572
0.20981449,-2.9538124,0,573
-1.1988407,-2.407439,16,574
0.3575716,-1.9378767,12,575
0.45963532,-0.23687966,23,576
1.824045,-0.009802442,5,577
-0.9574608,-2.3790636,16,578
1.2668859,-0.4823943,5,579
0.13854462,-2.0432296,12,580
-0.16047278,-1.4076422,12,581
-1.2518953,-1.4177372,16,582
-2.204418,0.7130958,18,583
-1.0768759,-3.1582823,22,584
-0.81789994,1.9547802,20,585
-0.9461967,-2.3438175,16,586
-1.2239459,-2.4486701,16,587
2.404263,-0.7590423,13,588
2.3652077,-0.9031976,13,589
-0.95113486,2.5391293,20,590
1.9731619,-0.43591958,11,591
-1.1763401,3.1861994,20,592
-1.3347399,-1.4339932,16,593
1.3742748,-0.60294676,5,594
0.033431098,-2.2991657,12,595
-1.682845,0.6536616,18,596
-1.1872478,-2.492159,16,597
0.6179007,0.50946516,23,598
-1.0831501,-3.0969222,22,599
1.7972366,-0.71146286,11,600
-1.3575412,-1.3929683,16,601
-1.6770725,0.119038194,18,602
0.88011324,-0.15774952,23,603
-1.2631842,-2.5440826,16,604
-0.94061375,-2.357872,16,605
0.45145607,-0.2820426,23,606
-0.68135077,-0.79898524,16,607
-0.9566238,-2.3152323,16,608
-1.1667771,-2.524095,16,609
-0.0045192055,-2.2734678,12,610
-0.13767737,-1.4597014,12,611
-0.87567604,2.2773738,20,612
0.35631278,-1.9462137,12,613
1.5554881,-0.08001579,5,614
0.60049975,0.5090028,23,615
2.2773795,-0.8499061,13,616
2.0066535,-0.4407978,11,617
1.9074402,-0.08048032,11,618
-1.203673,-2.4264507,16,619
-1.3066516,3.1127374,20,620
-1.681982,0.649125,18,621
0.9225736,-0.56101507,23,622
0.5974414,0.54138833,23,623
1.8027699,-0.70244575,11,624
0.32014254,-2.0156405,12,625
-2.0086012,0.11994721,18,626
1.8860382,-0.07648395,5,627
-1.2948859,3.234983,20,628
-2.2374716,1.2554643,24,629
-0.18692133,-1.4193705,12,630
-1.2954274,3.2348824,20,631
0.9684609,-0.53504217,23,632
-1.1108066,-3.1124158,22,633
0.3574593,-1.9301873,12,634
-1.1531695,2.6848078,20,635
-0.7692715,-0.78395325,16,636
1.6624256,0.9359389,5,637
0.18760946,-2.9247627,0,638
-0.8560289,2.2055254,20,639
-1.5762928,0.6052697,18,640
1.7859572,-0.71911776,11,641
-1.0893861,-3.1109233,22,642
1.9047669,-0.0812657,11,643
2.2725186,-0.85372883,13,644
-1.0995805,-3.0883768,22,645
1.8045993,-0.009721855,5,646
-1.2085388,-2.480443,16,647
0.18092895,-2.8623288,0,648
-1.8630279,0.46821988,18,649
-1.146867,-3.0834172,22,650
1.212797,-0.39507562,5,651
-2.1572783,1.043138,18,652
-1.254986,-1.4152949,16,653
0.18167132,-2.8663957,0,654
-0.16278309,-1.3984715,12,655
-1.2508689,-1.3808149,16,656
-0.6591739,1.4644765,10,657
-1.2773765,-1.5822082,16,658
-1.3356171,-1.4068793,16,659
2.412782,-0.75821453,13,660
-1.292155,-2.4978647,16,661
1.7755721,-0.013401285,5,662
-1.6544267,0.07362902,18,663
-0.93885034,2.1995392,20,664
-1.2217959,-2.4032216,16,665
-1.1006184,-3.2436025,22,666
-1.0925964,-3.1077065,22,667
2.2855906,-0.84864837,13,668
-0.12806988,-1.4086974,12,669
-0.8153783,1.9407297,20,670
0.8709506,-0.491246,23,671
-1.1878983,-1.3810303,16,672
0.17181519,-2.8592765,0,673
1.0018094,-0.4866868,23,674
0.9535245,-0.4087766,23,675
-1.0936549,-3.1066988,22,676
0.078892775,1.6408918,7,677
-1.8641381,0.46672165,18,678
0.28593513,-1.9495838,12,679
-2.105909,1.2428166,18,680
-1.9164561,0.21565366,18,681
0.79328936,0.18931071,23,682
-1.0768931,-3.194568,22,683
-0.944788,2.3136783,20,684
-0.9391196,2.5032058,20,685
2.2897227,-0.844529,13,686
-1.1965532,3.0863032,20,687
-1.1765958,3.1846883,20,688
-2.0776465,1.6979023,24,689
-1.0544972,2.8304667,20,690
-1.5194485,-0.15549478,18,691
0.99859726,-0.4857941,23,692
-1.1763561,3.18503,20,693
-1.0849986,-2.3457913,16,694
-0.2167463,-1.3931324,12,695
0.8214784,0.11583942,23,696
0.99110377,-0.54594016,23,697
-1.2078658,-2.472547,16,698
1.681285,-0.7394826,5,699
-1.4367813,-1.4444983,16,700
-1.0650797,3.1008146,20,701
-0.82704943,-0.68954825,16,702
2.0613701,-1.0464194,11,703
-1.8254708,0.45172194,18,704
-1.6608852,0.28835616,18,705
2.1852899,-0.8565796,13,706
1.3760698,-0.6368988,5,707
-0.22006696,2.0090375,10,708
1.8635445,-0.08422963,5,709
0.13205281,2.1038544,10,710
-0.891361,-2.2548635,16,711
-1.1145895,-3.1480691,22,712
-0.94463474,-2.2975206,16,713
0.015606493,-2.232536,12,714
1.8774511,0.62058413,5,715
-1.2625469,-2.547181,16,716
2.0739946,-0.623064,11,717
-1.1886424,-2.4759483,16,718
-1.1233277,-3.1318758,22,719
0.8556195,-0.5325044,23,720
-1.2033767,-2.429294,16,721
-0.14939356,-1.4494,12,722
0.33939624,-1.9040776,12,723
0.7142783,-0.25043088,23,724
-0.02304019,-2.385973,12,725
0.64174575,-0.26909268,23,726
1.816509,-0.006705826,5,727
0.7415978,0.08029753,23,728
-1.8183627,0.79307884,18,729
0.6995314,-0.6028325,23,730
-1.8267674,0.44217458,18,731
0.01539658,-2.270132,12,732
-2.1146774,1.0285392,18,733
-1.2044055,3.1357033,20,734
0.14409992,1.6860694,7,735
-0.93778217,-2.3936987,16,736
0.51295865,-0.24240719,23,737
-2.1417058,0.6396658,18,738
1.7895467,-0.708674,11,739
-0.16817659,-1.3951857,12,740
-1.4730794,-0.23311345,18,741
-1.7532016,0.680269,18,742
-0.83496493,2.2567444,20,743
-0.83725125,-0.689778,16,744
-2.0288546,1.5632123,24,745
-1.0899079,-3.090112,22,746
-0.9433535,-2.3486671,16,747
-0.812298,1.922241,20,748
0.98895705,-0.54428613,23,749
-0.8337564,-0.6798188,16,750
0.4578932,-0.23499058,23,751
-1.0858988,-2.5012436,16,752
1.0666324,-0.50578696,23,753
-0.009688832,-2.3408444,12,754
-1.0609819,3.0987089,20,755
-1.9737074,1.5904907,24,756
-1.5325283,-0.24525975,18,757
-2.229867,0.7136312,18,758
-1.1982968,-2.4054332,16,759
-2.0838401,1.6920557,24,760
-0.16977423,-1.4063287,12,761
-0.17773217,-1.3453164,12,762
-1.2387792,-2.4339163,16,763
-1.2090456,-2.484841,16,764
-0.16549097,-1.4524598,12,765
-0.12955296,-1.4007868,12,766
0.3610034,-0.30752,23,767
-1.3407615,-1.4325142,16,768
-0.14374541,-1.4531753,12,769
0.017413981,-2.3347125,12,770
-1.4649287,-0.2891261,18,771
-0.9654462,2.3478808,20,772
-1.0555584,2.644043,20,773
-1.2232534,-2.3879478,16,774
-0.87565005,-0.65801895,16,775
-0.32386503,-1.5877787,12,776
-2.1548746,0.65703505,18,777
-1.2968968,-2.495353,16,778
0.14320728,-2.8071873,12,779
2.2760813,-0.84980404,13,780
-2.2342954,1.2349048,24,781
-1.3640541,-0.22279742,18,782
0.8828104,-0.05045383,23,783
-1.0432158,-2.941191,22,784
1.0213714,-0.3959228,23,785
-0.96208525,-2.3112218,16,786
-1.2001637,-2.4122453,16,787
-1.0787505,-3.1965744,22,788
-0.43252024,-1.8113673,12,789
0.05956582,1.5659066,7,790
0.8624298,-0.24339171,23,791
-2.1425774,0.6406163,18,792
-1.0838293,-3.11637,22,793
-0.96279716,-2.3112667,16,794
-1.1467289,2.6941195,20,795
-1.2391248,-2.4324477,16,796
-1.1981993,-2.4053845,16,797
-0.12818328,-1.4074479,12,798
-1.115393,2.8639843,20,799
2.3742497,-0.90060824,13,800
-1.6846646,0.5269614,18,801
-0.97084975,-2.3063803,16,802
2.357724,-0.90229774,13,803
-0.7576046,2.3272746,20,804
-0.21577176,2.0167172,10,805
-1.2305475,2.9893703,20,806
-1.2034686,-2.4360254,16,807
-0.14997958,-1.4080553,12,808
-1.2949809,-2.4880438,16,809
0.016147338,-2.2698166,12,810
-0.7501222,2.3276038,20,811
0.5017423,0.9803435,23,812
0.97840977,-0.35404244,23,813
-0.20263919,2.3333647,10,814
0.02432552,1.6083263,7,815
-2.0315897,1.5409626,24,816
0.35518354,-1.9938318,12,817
-1.2915509,-2.4986944,16,818
-1.0585454,-2.3902013,16,819
